wavelength [nm],transmission
1111.8,0.6824
1112,0.67753
1112.2,0.67284
1112.4,0.66675
1112.6,0.6644
1112.8,0.65944
1113,0.65346
1113.2,0.65281
1113.4,0.64402
1113.6,0.6417
1113.8,0.63497
1114,0.63371
1114.2,0.62456
1114.4,0.62287
1114.6,0.61757
1114.8,0.61381
1115,0.6066
1115.2,0.6053
1115.4,0.59993
1115.6,0.59801
1115.8,0.59147
1116,0.58918
1116.2,0.58674
1116.4,0.58443
1116.6,0.57519
1116.8,0.57047
1117,0.57033
1117.2,0.5673
1117.4,0.56314
1117.6,0.56092
1117.8,0.559
1118,0.55877
1118.2,0.5544
1118.4,0.55222
1118.6,0.55067
1118.8,0.54695
1119,0.54785
1119.2,0.54428
1119.4,0.54157
1119.6,0.54208
1119.8,0.54337
1120,0.53997
1120.2,0.54063
1120.4,0.53537
1120.6,0.53506
1120.8,0.53639
1121,0.53535
1121.2,0.53534
1121.4,0.53532
1121.6,0.53531
1121.8,0.5353
1122,0.5353
1122.2,0.5363
1122.4,0.53731
1122.6,0.53831
1122.8,0.53932
1123,0.54033
1123.2,0.54176
1123.4,0.54319
1123.6,0.54463
1123.8,0.54607
1124,0.54753
1124.2,0.5506
1124.4,0.55369
1124.6,0.5568
1124.8,0.55992
1125,0.56306
1125.2,0.56646
1125.4,0.56987
1125.6,0.57331
1125.8,0.57677
1126,0.58027
1126.2,0.58417
1126.4,0.58809
1126.6,0.59204
1126.8,0.59602
1127,0.60008
1127.2,0.60546
1127.4,0.61088
1127.6,0.61636
1127.8,0.62189
1128,0.62744
1128.2,0.63257
1128.4,0.63774
1128.6,0.64295
1128.8,0.6482
1129,0.65351
1129.2,0.65904
1129.4,0.66463
1129.6,0.67026
1129.8,0.67594
1130,0.68165
1130.2,0.68694
1130.4,0.69228
1130.6,0.69765
1130.8,0.70307
1131,0.70852
1131.2,0.714
1131.4,0.71953
1131.6,0.7251
1131.8,0.7307
1132,0.73633
1132.2,0.74135
1132.4,0.7464
1132.6,0.75148
1132.8,0.7566
1133,0.76169
1133.2,0.76535
1133.4,0.76903
1133.6,0.77273
1133.8,0.77644
1134,0.78011
1134.2,0.78225
1134.4,0.7844
1134.6,0.78655
1134.8,0.78871
1135,0.79084
1135.2,0.792
1135.4,0.79317
1135.6,0.79433
1135.8,0.7955
1136,0.79656
1136.2,0.79526
1136.4,0.79397
1136.6,0.79268
1136.8,0.79139
1137,0.79004
1137.2,0.78758
1137.4,0.78513
1137.6,0.78268
1137.8,0.78024
1138,0.77779
1138.2,0.77399
1138.4,0.77021
1138.6,0.76644
1138.8,0.7627
1139,0.75897
1139.2,0.75538
1139.4,0.7518
1139.6,0.74823
1139.8,0.74469
1140,0.74115
1140.2,0.73688
1140.4,0.73264
1140.6,0.72842
1140.8,0.72423
1141,0.72003
1141.2,0.71466
1141.4,0.70932
1141.6,0.70403
1141.8,0.69877
1142,0.69361
1142.2,0.68977
1142.4,0.68596
1142.6,0.68217
1142.8,0.6784
1143,0.67466
1143.2,0.6709
1143.4,0.66717
1143.6,0.66347
1143.8,0.65978
1144,0.65612
1144.2,0.65323
1144.4,0.65036
1144.6,0.6475
1144.8,0.64465
1145,0.64183
1145.2,0.63954
1145.4,0.63726
1145.6,0.63498
1145.8,0.63272
1146,0.63049
1146.2,0.62948
1146.4,0.62846
1146.6,0.62745
1146.8,0.62643
1147,0.62542
1147.2,0.62439
1147.4,0.62336
1147.6,0.62233
1147.8,0.6213
1148,0.62032
1148.2,0.62023
1148.4,0.62015
1148.6,0.62007
1148.8,0.61998
1149,0.61991
1149.2,0.62099
1149.4,0.62206
1149.6,0.62314
1149.8,0.62422
1150,0.62531
1150.2,0.62659
1150.4,0.62788
1150.6,0.62917
1150.8,0.63046
1151,0.63178
1151.2,0.63369
1151.4,0.63561
1151.6,0.63754
1151.8,0.63947
1152,0.64143
1152.2,0.64454
1152.4,0.64765
1152.6,0.65079
1152.8,0.65394
1153,0.6571
1153.2,0.66021
1153.4,0.66333
1153.6,0.66647
1153.8,0.66962
1154,0.67282
1154.2,0.67651
1154.4,0.68023
1154.6,0.68397
1154.8,0.68773
1155,0.69151
1155.2,0.69572
1155.4,0.69994
1155.6,0.7042
1155.8,0.70848
1156,0.71274
1156.2,0.71616
1156.4,0.71959
1156.6,0.72304
1156.8,0.72651
1157,0.73
1157.2,0.73404
1157.4,0.7381
1157.6,0.74218
1157.8,0.74629
1158,0.75039
1158.2,0.7535
1158.4,0.75662
1158.6,0.75975
1158.8,0.7629
1159,0.76603
1159.2,0.76852
1159.4,0.77103
1159.6,0.77354
1159.8,0.77606
1160,0.77858
1160.2,0.78093
1160.4,0.78329
1160.6,0.78565
1160.8,0.78802
1161,0.79033
1161.2,0.79048
1161.4,0.79063
1161.6,0.79078
1161.8,0.79093
1162,0.79108
1162.2,0.79164
1162.4,0.79219
1162.6,0.79275
1162.8,0.79331
1163,0.79382
1163.2,0.79281
1163.4,0.79181
1163.6,0.7908
1163.8,0.7898
1164,0.78879
1164.2,0.78736
1164.4,0.78593
1164.6,0.7845
1164.8,0.78307
1165,0.78164
1165.2,0.77992
1165.4,0.77819
1165.6,0.77647
1165.8,0.77475
1166,0.77303
1166.2,0.77046
1166.4,0.7679
1166.6,0.76535
1166.8,0.7628
1167,0.7603
1167.2,0.7589
1167.4,0.75751
1167.6,0.75611
1167.8,0.75473
1168,0.75333
1168.2,0.75063
1168.4,0.74795
1168.6,0.74527
1168.8,0.7426
1169,0.73999
1169.2,0.73928
1169.4,0.73858
1169.6,0.73788
1169.8,0.73717
1170,0.73642
1170.2,0.73464
1170.4,0.73287
1170.6,0.73111
1170.8,0.72935
1171,0.72765
1171.2,0.72844
1171.4,0.72922
1171.6,0.73
1171.8,0.73079
1172,0.73157
1172.2,0.7313
1172.4,0.73104
1172.6,0.73078
1172.8,0.73052
1173,0.73035
1173.2,0.7327
1173.4,0.73505
1173.6,0.73741
1173.8,0.73978
1174,0.74215
1174.2,0.74397
1174.4,0.7458
1174.6,0.74763
1174.8,0.74946
1175,0.75137
1175.2,0.75478
1175.4,0.75819
1175.6,0.76162
1175.8,0.76507
1176,0.76855
1176.2,0.77274
1176.4,0.77694
1176.6,0.78118
1176.8,0.78543
1177,0.78971
1177.2,0.79416
1177.4,0.79863
1177.6,0.80313
1177.8,0.80765
1178,0.81224
1178.2,0.81834
1178.4,0.82449
1178.6,0.83068
1178.8,0.83692
1179,0.84319
1179.2,0.84856
1179.4,0.85396
1179.6,0.85939
1179.8,0.86486
1180,0.87039
1180.2,0.87646
1180.4,0.88258
1180.6,0.88873
1180.8,0.89493
1181,0.90116
1181.2,0.90661
1181.4,0.9121
1181.6,0.91762
1181.8,0.92317
1182,0.92869
1182.2,0.93301
1182.4,0.93735
1182.6,0.9417
1182.8,0.94608
1183,0.95043
1183.2,0.95339
1183.4,0.95636
1183.6,0.95935
1183.8,0.96234
1184,0.96531
1184.2,0.9659
1184.4,0.96649
1184.6,0.96709
1184.8,0.96768
1185,0.96817
1185.2,0.96647
1185.4,0.96477
1185.6,0.96308
1185.8,0.96138
1186,0.95963
1186.2,0.9553
1186.4,0.951
1186.6,0.94671
1186.8,0.94244
1187,0.93815
1187.2,0.93157
1187.4,0.92503
1187.6,0.91854
1187.8,0.91209
1188,0.90561
1188.2,0.89719
1188.4,0.88885
1188.6,0.88058
1188.8,0.8724
1189,0.86423
1189.2,0.85393
1189.4,0.84376
1189.6,0.8337
1189.8,0.82377
1190,0.81395
1190.2,0.80384
1190.4,0.79387
1190.6,0.78401
1190.8,0.77428
1191,0.76465
1191.2,0.7546
1191.4,0.74468
1191.6,0.7349
1191.8,0.72524
1192,0.71568
1192.2,0.70503
1192.4,0.69454
1192.6,0.68421
1192.8,0.67403
1193,0.664
1193.2,0.65519
1193.4,0.64649
1193.6,0.6379
1193.8,0.62943
1194,0.6211
1194.2,0.61339
1194.4,0.60578
1194.6,0.59826
1194.8,0.59084
1195,0.5835
1195.2,0.57601
1195.4,0.56862
1195.6,0.56133
1195.8,0.55413
1196,0.54702
1196.2,0.54005
1196.4,0.53317
1196.6,0.52638
1196.8,0.51967
1197,0.51313
1197.2,0.50857
1197.4,0.50405
1197.6,0.49957
1197.8,0.49513
1198,0.49073
1198.2,0.48657
1198.4,0.48245
1198.6,0.47836
1198.8,0.47431
1199,0.47029
1199.2,0.46609
1199.4,0.46192
1199.6,0.4578
1199.8,0.45371
1200,0.44965
